Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,2693±0,0354;0,1397±0,0678;0,7101±0,0449;0,7324±0,0464;0,7044±0,0397;0,5818±0,0520;0,7185±0,0563;0,7182±0,0532;0,7298±0,0443;0,7232±0,0429;0,7307±0,0477;0,6008±0,0556;0,6011±0,0500;0,5775±0,0553;0,5918±0,0433;0,7791±0,0466;4,0762±0,2990;0,3035±0,0679;0,7417±0,0896;2,9144±0,5660;0,2647±0,0485;0,6139±0,0515;0,5570±0,0597;0,6510±0,0489;0,5970±0,0591;0,7450±0,0403;0,5991±0,0323;9,8644±1,7973;
0,2699±0,0373;0,1397±0,0752;0,6972±0,0534;0,7475±0,0647;0,7080±0,0512;0,5865±0,0652;0,6842±0,0579;0,7081±0,0533;0,7481±0,0542;0,7269±0,0491;0,7106±0,0499;0,5856±0,0728;0,6232±0,0686;0,5959±0,0731;0,5800±0,0528;0,7687±0,0410;3,8974±0,1246;0,3810±0,0848;0,7625±0,0908;2,8640±0,4718;0,2580±0,0357;0,6274±0,0540;0,5865±0,0677;0,6670±0,0499;0,6292±0,0651;0,7434±0,0338;0,6204±0,0142;8,9671±1,3888;
0,2523±0,0294;0,1653±0,0436;0,7181±0,0538;0,7656±0,0352;0,7285±0,0393;0,6160±0,0488;0,7124±0,0452;0,7259±0,0484;0,7681±0,0280;0,7460±0,0360;0,7285±0,0400;0,6019±0,0534;0,6370±0,0377;0,6051±0,0460;0,5809±0,0240;0,7934±0,0359;3,7691±0,1545;0,3240±0,0911;0,7112±0,0312;2,5547±0,3203;0,2300±0,0199;0,6323±0,0490;0,5865±0,0560;0,6740±0,0404;0,6303±0,0495;0,7701±0,0175;0,6263±0,0163;7,2149±0,5790;
