Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,0443±0,0090;0,1452±0,0607;0,2207±0,0995;0,2036±0,0831;0,1976±0,0863;0,1839±0,0796;0,9772±0,0104;0,2123±0,0706;0,1977±0,0837;0,1936±0,0628;0,9772±0,0104;0,0698±0,0426;0,0697±0,0485;0,0636±0,0441;0,9771±0,0104;0,3693±0,0259;8,6159±1,0132;0,7362±0,1139;0,8252±0,0667;9,3945±1,2598;0,1644±0,0194;0,3118±0,0596;NaN±NaN;0,3256±0,0590;NaN±NaN;0,8265±0,0180;0,6791±0,0200;8,3249±1,5533;
0,0459±0,0069;0,1421±0,0607;0,2156±0,0988;0,2019±0,0846;0,1930±0,0867;0,1796±0,0798;0,9757±0,0082;0,1871±0,0516;0,1944±0,0827;0,1843±0,0619;0,9757±0,0082;0,0721±0,0470;0,0693±0,0546;0,0634±0,0506;0,9755±0,0083;0,3718±0,0260;8,6252±1,2328;0,7373±0,1135;0,8252±0,0667;9,3927±1,5046;0,1649±0,0223;0,3289±0,0616;NaN±NaN;0,3419±0,0575;NaN±NaN;0,8268±0,0253;0,6838±0,0189;8,3598±1,7639;
0,0487±0,0080;0,1390±0,0638;0,2163±0,1017;0,2065±0,0874;0,1926±0,0890;0,1785±0,0823;0,9726±0,0097;0,1713±0,0393;0,2016±0,0848;0,1795±0,0569;0,9726±0,0096;0,0509±0,0051;0,0460±0,0156;0,0410±0,0094;0,9723±0,0097;0,3752±0,0258;8,4355±1,0059;0,7362±0,1142;0,8242±0,0667;9,0853±1,2686;0,1600±0,0187;0,3188±0,0650;NaN±NaN;0,3326±0,0626;NaN±NaN;0,8337±0,0215;0,6853±0,0215;8,1763±1,6088;
