Dataset;ML_KNN;BR_KNN_alpha;BR_Credal_KNN_alpha;DML_KNN;ML_Credal_KNN;
bibtex;18.105166718196724;15.615060920802842;13.064096896539704;32.31092414225454;15.008141497255858;
birds;6.124335450189547;2.6978916938375366;1.4656373961208429;6.886907940989727;4.039971464230531;
Business1;6.471179753546064;7.2576833977158985;6.174970918173765;6.489709026628614;6.245119974595697;
CAL500;8.48043287214288;8.04006422113794;3.5436172016307994;8.71793104424784;8.239868404654928;
Computers1;6.703044506358927;7.586391725138525;6.168581672888585;6.757139170650506;6.34551033420851;
Corel5k;4.256487362397947;4.226080236608529;4.2161877443872555;4.3852266510588285;4.348491420310899;
Education1;12.44328131237063;8.068099323049896;7.854523250473829;12.534487287794914;11.437821733450937;
emotions;0.8252248375387496;0.8084286215833612;0.30917004917676427;0.83087561576414;0.7670439036045017;
enron;5.742629896947745;6.379445807905448;6.21433304333432;6.059893765365984;5.595752016445727;
Entertainment1;9.991576888926321;6.048682154087509;5.165282403310761;10.254667282697376;8.317113607248036;
flags_ml;0.6915973190756728;0.9725359771459964;0.2558840787327474;0.6870750558557311;0.6779546254890937;
protein;0.3335635751438626;0.30651484873852675;0.26738187815214226;0.47559596188854397;0.24764443820832302;
Health1;3.799891222488037;4.365726066705434;4.18497279262488;3.793742985653409;3.7638251200839887;
mediamill;7.788055054326084;7.879018792284882;3.8323244210407204;9.327725129099882;7.104898519604332;
medical;1.119619146835504;1.0617131970427736;1.2739797515897107;1.2509144012712476;1.0514658115713644;
scene;0.5477749069537391;0.42828151710092777;0.26691358187256986;0.540904780271269;0.5375402438891439;
Science1;24.956823157547554;10.572299992851171;10.415717943612174;24.96854405958047;24.112289065491737;
Social1;9.349179766276587;7.873383085711843;7.604581273780459;9.52878402742088;9.33659912204935;
Society1;16.184670503291642;9.822707385768258;8.200156395429559;16.328062208313288;14.70339416717966;
yeast;1.8530117338775987;1.885203409722319;0.8811618132657577;1.8685346077770302;1.833809981997565;
