Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,2424±0,0118;0,1944±0,0237;0,3454±0,0199;0,5489±0,0318;0,3952±0,0193;0,3366±0,0174;0,8035±0,0164;0,3784±0,0170;0,5472±0,0335;0,4469±0,0179;0,8035±0,0172;0,3911±0,0163;0,5510±0,0339;0,4549±0,0190;0,8020±0,0178;0,6856±0,0195;1,1280±0,0521;0,4973±0,0344;0,5260±0,0300;1,0848±0,0591;0,2071±0,0109;0,5315±0,0316;0,5154±0,0286;0,5498±0,0251;0,5373±0,0228;0,8044±0,0113;0,8007±0,0096;4,5780±0,1804;
0,1792±0,0051;0,2779±0,0139;0,4208±0,0131;0,5645±0,0136;0,4576±0,0106;0,4082±0,0104;0,8778±0,0088;0,5000±0,0121;0,5609±0,0160;0,5284±0,0059;0,8775±0,0091;0,5190±0,0093;0,5676±0,0183;0,5398±0,0052;0,8761±0,0093;0,7549±0,0136;0,8509±0,0483;0,3993±0,0195;0,4275±0,0159;0,8014±0,0531;0,1524±0,0117;0,6262±0,0168;0,6101±0,0165;0,6328±0,0137;0,6206±0,0132;0,8570±0,0073;0,8488±0,0070;4,1496±0,2353;
0,1611±0,0071;0,3070±0,0312;0,4377±0,0206;0,5562±0,0259;0,4687±0,0200;0,4250±0,0211;0,9027±0,0123;0,5519±0,0233;0,5479±0,0280;0,5490±0,0128;0,9024±0,0124;0,5764±0,0100;0,5570±0,0231;0,5625±0,0123;0,9013±0,0129;0,7745±0,0156;0,7752±0,0419;0,3677±0,0284;0,3988±0,0255;0,7216±0,0450;0,1374±0,0095;0,6501±0,0186;0,6312±0,0205;0,6549±0,0160;0,6409±0,0168;0,8731±0,0077;0,8642±0,0094;4,3444±0,4190;
