Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,1494±0,0032;0,0000±0,0000;0,5748±0,0167;0,1847±0,0184;0,2534±0,0173;0,1507±0,0116;0,9685±0,0064;0,5061±0,0315;0,1807±0,0194;0,2650±0,0181;0,9685±0,0062;0,1895±0,0188;0,0997±0,0087;0,1168±0,0110;0,9485±0,0084;0,4471±0,0074;141,7657±0,6174;0,2846±0,0531;1,0000±0,0000;845,7004±32,0345;0,2208±0,0055;0,2201±0,0081;NaN±NaN;0,2428±0,0084;NaN±NaN;0,7779±0,0052;0,5727±0,0040;116,6403±0,4130;
0,1421±0,0035;0,0000±0,0000;0,5938±0,0126;0,2197±0,0109;0,3081±0,0093;0,1872±0,0066;0,9713±0,0029;0,5683±0,0144;0,2141±0,0109;0,3107±0,0099;0,9713±0,0029;0,1672±0,0124;0,1100±0,0121;0,1173±0,0128;0,9467±0,0031;0,4802±0,0066;134,8800±0,7333;0,1991±0,0466;1,0000±0,0000;741,8278±17,0383;0,1935±0,0012;0,2272±0,0095;NaN±NaN;0,2503±0,0100;NaN±NaN;0,8037±0,0010;0,5804±0,0058;120,4594±1,0160;
0,1402±0,0034;0,0000±0,0000;0,5948±0,0155;0,2288±0,0126;0,3215±0,0129;0,1962±0,0092;0,9721±0,0021;0,5832±0,0150;0,2225±0,0143;0,3218±0,0148;0,9720±0,0022;0,1480±0,0168;0,1108±0,0144;0,1134±0,0151;0,9454±0,0022;0,4893±0,0081;131,4810±1,5651;0,1812±0,0367;1,0000±0,0000;714,0853±19,7984;0,1862±0,0025;0,2238±0,0049;NaN±NaN;0,2464±0,0052;NaN±NaN;0,8108±0,0020;0,5794±0,0035;123,0987±0,9303;
