Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,0847±0,0023;0,0188±0,0051;0,1292±0,0042;0,4084±0,0121;0,1600±0,0055;0,1060±0,0051;0,9235±0,0024;0,0707±0,0025;0,3793±0,0117;0,1192±0,0037;0,9235±0,0024;0,0610±0,0018;0,3085±0,0131;0,0969±0,0028;0,9235±0,0024;0,1685±0,0026;81,9601±1,9955;0,8855±0,0026;0,9643±0,0052;133,0116±4,0920;0,3452±0,0080;0,0511±0,0008;0,0326±0,0003;0,0645±0,0009;0,0406±0,0005;0,6373±0,0076;0,6168±0,0075;174,2191±3,4146
0,0712±0,0021;0,0253±0,0070;0,1647±0,0079;0,4002±0,0085;0,1902±0,0070;0,1303±0,0069;0,9373±0,0022;0,0839±0,0021;0,3738±0,0092;0,1370±0,0028;0,9374±0,0022;0,0707±0,0012;0,3008±0,0114;0,1090±0,0021;0,9373±0,0022;0,1944±0,0062;83,1139±1,8758;0,8581±0,0066;0,9546±0,0096;132,6292±4,3488;0,3446±0,0065;0,0565±0,0008;0,0357±0,0012;0,0728±0,0014;0,0453±0,0014;0,6416±0,0103;0,6156±0,0060;136,6416±4,5298
0,0483±0,0041;0,0458±0,0040;0,2462±0,0082;0,3882±0,0022;0,2502±0,0053;0,1826±0,0029;0,9607±0,0043;0,1250±0,0122;0,3621±0,0050;0,1855±0,0138;0,9607±0,0043;0,1019±0,0098;0,2865±0,0046;0,1439±0,0110;0,9607±0,0043;0,2596±0,0044;87,6131±2,0056;0,7748±0,0150;0,9201±0,0061;139,4892±4,6850;0,3619±0,0068;0,0755±0,0055;0,0465±0,0030;0,0970±0,0058;0,0595±0,0037;0,6245±0,0083;0,6064±0,0076;88,8382±5,8324
