Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,1408±0,0060;0,3959±0,0171;0,5330±0,0179;0,6534±0,0135;0,5639±0,0156;0,5186±0,0161;0,9064±0,0062;0,5995±0,0164;0,6441±0,0130;0,6209±0,0127;0,9060±0,0060;0,6198±0,0164;0,6544±0,0124;0,6350±0,0128;0,9049±0,0059;0,8173±0,0135;0,5987±0,0225;0,3099±0,0260;0,3282±0,0247;0,5392±0,0285;0,1031±0,0063;0,7105±0,0168;0,6954±0,0152;0,7165±0,0147;0,7043±0,0137;0,9094±0,0033;0,8992±0,0036;4,1510±0,1430;
0,1311±0,0044;0,4096±0,0210;0,5304±0,0183;0,6231±0,0191;0,5541±0,0165;0,5161±0,0164;0,9246±0,0066;0,6395±0,0186;0,6153±0,0167;0,6269±0,0121;0,9242±0,0064;0,6502±0,0175;0,6253±0,0200;0,6357±0,0136;0,9234±0,0064;0,8180±0,0048;0,6099±0,0130;0,3049±0,0106;0,3274±0,0107;0,5501±0,0098;0,1050±0,0028;0,7185±0,0058;0,7036±0,0048;0,7223±0,0037;0,7109±0,0044;0,9075±0,0024;0,8981±0,0046;3,9949±0,1787;
0,1305±0,0056;0,4088±0,0161;0,5260±0,0127;0,6066±0,0182;0,5456±0,0141;0,5099±0,0140;0,9292±0,0075;0,6478±0,0185;0,5969±0,0206;0,6209±0,0122;0,9290±0,0073;0,6578±0,0148;0,6075±0,0155;0,6300±0,0085;0,9282±0,0075;0,8165±0,0126;0,6128±0,0392;0,3087±0,0235;0,3282±0,0288;0,5558±0,0396;0,1058±0,0075;0,7063±0,0233;0,6896±0,0265;0,7094±0,0195;0,6965±0,0227;0,9030±0,0071;0,8934±0,0083;4,2417±0,3053;
