Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,2203±0,0070;0,0894±0,0121;0,6634±0,0167;0,6009±0,0097;0,5889±0,0053;0,4711±0,0065;0,8663±0,0122;0,6487±0,0178;0,5958±0,0094;0,6209±0,0050;0,8596±0,0127;0,4481±0,0203;0,3755±0,0159;0,3891±0,0105;0,7693±0,0117;0,7455±0,0170;6,7191±0,1811;0,2387±0,0208;0,7832±0,0148;6,5341±0,4518;0,1781±0,0124;0,4505±0,0067;0,3364±0,0138;0,4719±0,0071;0,3615±0,0157;0,8227±0,0115;0,6548±0,0063;9,0357±0,3566;
0,2086±0,0097;0,1030±0,0151;0,6982±0,0233;0,5823±0,0246;0,5975±0,0185;0,4811±0,0185;0,8914±0,0151;0,6851±0,0283;0,5777±0,0200;0,6263±0,0153;0,8841±0,0160;0,5010±0,0320;0,3468±0,0169;0,3687±0,0117;0,7895±0,0160;0,7511±0,0195;6,6015±0,2142;0,2333±0,0230;0,7712±0,0198;6,3760±0,4737;0,1740±0,0133;0,4471±0,0134;0,3292±0,0172;0,4702±0,0125;0,3564±0,0151;0,8224±0,0135;0,6451±0,0121;10,0841±0,5880;
0,2086±0,0093;0,1059±0,0158;0,7034±0,0196;0,5674±0,0192;0,5926±0,0181;0,4780±0,0190;0,8983±0,0102;0,6912±0,0235;0,5623±0,0179;0,6199±0,0173;0,8908±0,0106;0,5298±0,0609;0,3303±0,0128;0,3559±0,0131;0,7946±0,0081;0,7522±0,0191;6,5892±0,1612;0,2234±0,0255;0,7704±0,0173;6,3947±0,4332;0,1745±0,0126;0,4464±0,0121;0,3348±0,0132;0,4703±0,0123;0,3660±0,0164;0,8221±0,0119;0,6447±0,0054;10,2474±0,4894;
