Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,0097±0,0002;0,0004±0,0005;0,1034±0,0092;0,0357±0,0040;0,0511±0,0052;0,0333±0,0036;0,9994±0,0002;0,3782±0,0457;0,0360±0,0038;0,0657±0,0065;0,9994±0,0002;0,2057±0,0167;0,1858±0,0120;0,1876±0,0121;0,9993±0,0002;0,2551±0,0162;121,1866±3,2209;0,6892±0,0137;0,9962±0,0013;191,5714±8,6293;0,1475±0,0062;0,0682±0,0031;NaN±NaN;0,0766±0,0033;NaN±NaN;0,8535±0,0063;0,6483±0,0080;203,5046±80,7471;
0,0096±0,0001;0,0006±0,0005;0,1016±0,0071;0,0364±0,0028;0,0515±0,0039;0,0339±0,0027;0,9995±0,0000;0,3991±0,0250;0,0366±0,0025;0,0670±0,0044;0,9995±0,0000;0,2077±0,0161;0,1880±0,0112;0,1898±0,0113;0,9994±0,0001;0,2548±0,0150;121,4212±3,1508;0,6876±0,0183;0,9960±0,0017;191,8984±8,9037;0,1478±0,0064;0,0669±0,0039;NaN±NaN;0,0753±0,0041;NaN±NaN;0,8532±0,0066;0,6456±0,0076;203,9919±81,1051;
0,0095±0,0001;0,0006±0,0005;0,0969±0,0057;0,0341±0,0030;0,0487±0,0037;0,0321±0,0026;0,9996±0,0000;0,4252±0,0209;0,0342±0,0031;0,0632±0,0053;0,9996±0,0000;0,2074±0,0118;0,1879±0,0111;0,1897±0,0112;0,9995±0,0001;0,2544±0,0148;121,0862±3,2253;0,6918±0,0140;0,9954±0,0028;191,2260±8,8992;0,1473±0,0064;0,0668±0,0032;NaN±NaN;0,0749±0,0035;NaN±NaN;0,8537±0,0067;0,6472±0,0078;204,5363±81,3732;
