Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,0027±0,0009;0,9441±0,0170;0,9779±0,0188;0,9702±0,0123;0,9718±0,0147;0,9654±0,0139;0,9992±0,0006;0,9827±0,0115;0,9578±0,0123;0,9700±0,0099;0,9992±0,0005;0,9049±0,0414;0,8976±0,0355;0,8968±0,0349;0,9992±0,0005;0,9824±0,0032;0,8706±0,4260;0,0061±0,0074;0,0407±0,0139;0,6518±0,3723;0,0123±0,0055;0,8913±0,0534;NaN±NaN;0,8915±0,0537;NaN±NaN;0,9774±0,0121;0,8604±0,0168;20,3988±0,3861;
0,0026±0,0009;0,9471±0,0165;0,9787±0,0196;0,9717±0,0116;0,9731±0,0145;0,9672±0,0136;0,9992±0,0006;0,9840±0,0129;0,9604±0,0111;0,9720±0,0100;0,9992±0,0006;0,9064±0,0393;0,9006±0,0356;0,8993±0,0336;0,9992±0,0006;0,9826±0,0035;0,8676±0,4273;0,0061±0,0074;0,0392±0,0145;0,6488±0,3734;0,0122±0,0055;0,8924±0,0533;NaN±NaN;0,8924±0,0532;NaN±NaN;0,9775±0,0120;0,8603±0,0167;20,3897±0,3804;
0,0026±0,0009;0,9471±0,0165;0,9787±0,0196;0,9717±0,0116;0,9731±0,0145;0,9672±0,0136;0,9992±0,0006;0,9840±0,0129;0,9604±0,0111;0,9720±0,0100;0,9992±0,0006;0,9064±0,0393;0,9006±0,0356;0,8993±0,0336;0,9992±0,0006;0,9828±0,0035;0,8676±0,4273;0,0061±0,0074;0,0392±0,0145;0,6457±0,3751;0,0122±0,0056;0,8927±0,0530;NaN±NaN;0,8927±0,0528;NaN±NaN;0,9777±0,0119;0,8605±0,0168;20,4048±0,3945;
