Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,0179±0,0056;0,4017±0,2238;0,5177±0,2602;0,4971±0,2752;0,4949±0,2624;0,4708±0,2524;0,9962±0,0023;0,7996±0,0607;0,4821±0,2705;0,5476±0,2412;0,9962±0,0023;0,4743±0,1527;0,4707±0,1389;0,4674±0,1420;0,9959±0,0023;0,6164±0,2176;4,4013±1,6118;0,4408±0,2667;0,5432±0,2515;4,5069±1,8552;0,0784±0,0366;0,5557±0,0332;NaN±NaN;0,5631±0,0338;NaN±NaN;0,9159±0,0358;0,7615±0,0117;23,7880±13,3075;
0,0200±0,0077;0,3996±0,2216;0,5163±0,2589;0,4988±0,2752;0,4937±0,2616;0,4696±0,2513;0,9940±0,0058;0,7511±0,1567;0,4836±0,2699;0,5281±0,2390;0,9940±0,0057;0,4448±0,1937;0,4385±0,1724;0,4337±0,1798;0,9937±0,0057;0,6180±0,2196;4,3615±1,6147;0,4398±0,2696;0,5381±0,2601;4,4558±1,8422;0,0778±0,0364;0,5573±0,0332;NaN±NaN;0,5646±0,0318;NaN±NaN;0,9168±0,0358;0,7621±0,0136;23,8842±13,1821;
0,0203±0,0087;0,4057±0,2262;0,5185±0,2645;0,5010±0,2781;0,4965±0,2659;0,4731±0,2555;0,9937±0,0070;0,7526±0,1712;0,4844±0,2720;0,5275±0,2474;0,9938±0,0069;0,4411±0,2119;0,4310±0,1842;0,4270±0,1943;0,9935±0,0068;0,6197±0,2220;4,3208±1,7243;0,4367±0,2710;0,5350±0,2596;4,4150±1,9546;0,0769±0,0380;0,5620±0,0310;NaN±NaN;0,5690±0,0313;NaN±NaN;0,9178±0,0373;0,7623±0,0195;23,8489±13,2255;
