Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,1380±0,0033;0,0000±0,0000;0,6355±0,0133;0,2064±0,0161;0,3019±0,0180;0,1826±0,0123;0,9784±0,0027;0,6207±0,0148;0,2008±0,0167;0,3029±0,0185;0,9783±0,0026;0,1467±0,0215;0,1021±0,0148;0,1055±0,0155;0,9553±0,0047;0,5059±0,0100;131,7677±1,4754;0,1374±0,0296;1,0000±0,0000;692,0076±15,0541;0,1809±0,0025;0,2318±0,0145;NaN±NaN;0,2534±0,0148;NaN±NaN;0,8165±0,0029;0,5892±0,0127;118,2100±1,8953;
0,1370±0,0029;0,0000±0,0000;0,6224±0,0153;0,2363±0,0195;0,3334±0,0177;0,2049±0,0132;0,9744±0,0034;0,6130±0,0139;0,2302±0,0176;0,3342±0,0180;0,9743±0,0034;0,1412±0,0110;0,1109±0,0112;0,1100±0,0112;0,9475±0,0054;0,5125±0,0116;130,1835±1,4578;0,1155±0,0185;1,0000±0,0000;673,5573±17,7211;0,1761±0,0040;0,2366±0,0119;NaN±NaN;0,2595±0,0120;NaN±NaN;0,8212±0,0041;0,5922±0,0093;123,4845±1,9788;
0,1367±0,0026;0,0000±0,0000;0,6185±0,0166;0,2380±0,0074;0,3367±0,0076;0,2071±0,0055;0,9746±0,0013;0,6154±0,0134;0,2317±0,0060;0,3366±0,0071;0,9745±0,0013;0,1256±0,0120;0,1101±0,0112;0,1072±0,0112;0,9468±0,0022;0,5114±0,0121;129,8689±2,2177;0,1175±0,0192;1,0000±0,0000;673,4656±19,9247;0,1759±0,0040;0,2354±0,0103;NaN±NaN;0,2587±0,0106;NaN±NaN;0,8215±0,0042;0,5865±0,0079;125,5049±2,0240;
