Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,1287±0,0086;0,0646±0,0112;0,4157±0,0171;0,4940±0,0061;0,3850±0,0112;0,2869±0,0106;0,8979±0,0095;0,2427±0,0127;0,4770±0,0107;0,3214±0,0103;0,8981±0,0094;0,1100±0,0057;0,2272±0,0212;0,1354±0,0070;0,8888±0,0102;0,5264±0,0113;18,4672±0,9099;0,4459±0,0249;0,8813±0,0068;27,2120±1,6681;0,1554±0,0098;0,2034±0,0207;NaN±NaN;0,2175±0,0196;NaN±NaN;0,8299±0,0082;0,6547±0,0168;38,7882±0,2981;
0,1193±0,0081;0,0770±0,0246;0,4587±0,0176;0,5118±0,0154;0,4174±0,0166;0,3159±0,0180;0,9070±0,0082;0,2663±0,0204;0,4918±0,0162;0,3452±0,0199;0,9072±0,0083;0,1156±0,0073;0,2253±0,0240;0,1417±0,0093;0,8975±0,0085;0,5580±0,0138;18,0351±1,1492;0,3919±0,0127;0,8713±0,0204;25,8524±1,9707;0,1462±0,0127;0,2028±0,0145;NaN±NaN;0,2187±0,0135;NaN±NaN;0,8373±0,0109;0,6561±0,0162;39,3077±0,3545;
0,1036±0,0102;0,0693±0,0190;0,4892±0,0289;0,4796±0,0112;0,4217±0,0207;0,3182±0,0216;0,9251±0,0110;0,3031±0,0308;0,4686±0,0105;0,3672±0,0228;0,9255±0,0110;0,1227±0,0109;0,2031±0,0089;0,1439±0,0097;0,9156±0,0113;0,5785±0,0183;17,4605±1,2770;0,3672±0,0196;0,8637±0,0218;24,3567±1,9631;0,1377±0,0127;0,2085±0,0227;NaN±NaN;0,2232±0,0225;NaN±NaN;0,8473±0,0112;0,6568±0,0175;39,7400±0,3530;
