Dataset;ML_KNN;BR_KNN_alpha;BR_Credal_KNN_alpha;DML_KNN;ML_Credal_KNN;
bibtex;0.09200226938563663;0.17666286352274088;0.17847638243459837;0.08798458847140399;0.09581844044318698;
birds;0.547297895902547;0.2071539313399779;0.23956206584113557;0.5458767072720561;0.5623883351790328;
Business1;0.7365537756694469;0.73320032269958;0.7045972354789278;0.7366013310268551;0.73765192027683;
CAL500;0.3169792268657422;0.297473594347248;0.4209515060965819;0.31588470713239836;0.3140037020792705;
Computers1;0.35088112334222676;0.4731099010750445;0.46697785432777617;0.35032232900518234;0.35301603446806407;
Corel5k;0.0068628571428571445;0.09177809523809537;0.09400834368530038;0.005084761904761905;0.009585714285714288;
Education1;0.024727994827745448;0.23154864162345473;0.2471817833499373;0.0245755980419322;0.026151024555014574;
emotions;0.5631757109623508;0.5941632246118784;0.6501503652308378;0.5554503157195076;0.5688543892133121;
enron;0.3814268068006211;0.3267850044747579;0.3626876761997763;0.37743866644539437;0.38812533766044227;
Entertainment1;0.10560916828603165;0.30984280762226557;0.32521551138491156;0.10576473380548979;0.10660511888493499;
flags_ml;0.7017838009943275;0.6375512596565229;0.7363415284670347;0.7013154486838699;0.6949434483645012;
protein;0.9394381787802841;0.9602710731965688;0.9623037029803948;0.933013404723931;0.9591134960581303;
Health1;0.30940353327642856;0.4071482027538506;0.44951146275773707;0.30945060914099487;0.31310855901295886;
mediamill;0.5488282616067715;0.5531298565672784;0.5648682445513653;0.5483978668406315;0.5481929529187755;
medical;0.460486656200942;0.6032853654282228;0.5981441994858147;0.43850165707308575;0.48333507762079203;
scene;0.6318413689782985;0.7114691614691615;0.7212560894303637;0.6321185692554987;0.6348212719582014;
Science1;0.019973006719071793;0.17163049121656931;0.1775992724904648;0.020076768067969326;0.02326648149380841;
Social1;0.23593102053011447;0.40376602734539063;0.41196468494884175;0.23581391343271974;0.23694666005858506;
Society1;0.1681277373302082;0.38292035903651234;0.3846340352971704;0.16808179596185577;0.17077411739829823;
yeast;0.6060336769955121;0.5827600699429664;0.6405287381905964;0.6053240363755742;0.6068023540177181;
