Dataset;ML_KNN;BR_KNN_alpha;BR_Credal_KNN_alpha;DML_KNN;ML_Credal_KNN;
bibtex;0.020428749220609384;0.05877456538622346;0.08806048735275099;0.019845149427069508;0.023461461699926606;
birds;0.1609228750788853;0.2570077498442689;0.4132012746156642;0.15513340139467477;0.19177810108857357;
Business1;0.11652376025017372;0.1232591034554906;0.09008010202458225;0.11656703314056269;0.1187762521661833;
CAL500;0.10486952312220084;0.11258427982835524;0.22875465937053416;0.10160892239336097;0.10021539835829885;
Computers1;0.09576479847683056;0.1221772110190706;0.1487442077736283;0.0949134534702176;0.10126802660038763;
Corel5k;0.186853073516359;0.19070476271321637;0.19061780340260595;0.18654316560284506;0.18701828459702594;
Education1;0.05461603049482124;0.11156883088609093;0.09575166879086519;0.05456151341223542;0.056667198757621294;
emotions;0.5226712106604519;0.5414905088462685;0.7648273036051946;0.5151020098807247;0.5305369985262397;
enron;0.13685079770869377;0.13563196039195005;0.10096909803848908;0.13368519642133564;0.13903894573543768;
Entertainment1;0.06578994797969875;0.1375751867845295;0.1812479441127059;0.06522856527467388;0.06839607530789098;
flags_ml;0.5962987073518863;0.4929392994726346;0.8068709975159976;0.5917411755117458;0.5996426619852618;
protein;0.7485917550133238;0.7671763113429779;0.788466995966996;0.6582165746381433;0.8009792646230555;
Health1;0.1719888173567377;0.18464108271655616;0.10412815879797117;0.1734311250490454;0.17543684763710052;
mediamill;0.08518462002981395;0.11564708902229548;0.25118197140261106;0.08334807128649428;0.08936643128450981;
medical;0.4265059869830791;0.47474048810974256;0.3721947991280866;0.42297298500563263;0.4322223821105853;
scene;0.6251003815467168;0.6942056228763583;0.7914997084125345;0.6251003815467168;0.6280966362283646;
Science1;0.033424022653128445;0.08494695224044514;0.06932722475605183;0.03344296204706784;0.034637878514147215;
Social1;0.08314157901188514;0.11252735831505614;0.08586600604795104;0.07288516875547488;0.08440099934842167;
Society1;0.043071767077515886;0.09080414895737342;0.10426839812662456;0.0431445059784761;0.0462961285628319;
yeast;0.3369146586782238;0.34142747529348366;0.5529667394281951;0.33679165573253644;0.3390257752784838;
