Dataset;ML_KNN;BR_KNN_alpha;BR_Credal_KNN_alpha;DML_KNN;ML_Credal_KNN;
bibtex;0.026526795187782386;0.06410815781387777;0.08057772342240391;0.025946652945237646;0.03097513530816178;
birds;0.17444898697523484;0.22046683316606375;0.28857254721648606;0.17102017392201246;0.20693749231072878;
Business1;0.12197771127936803;0.13298310841764938;0.09547254140177565;0.12205857629862589;0.12609413658689114;
CAL500;0.10057299087125897;0.12572747287755207;0.188826689218408;0.09626364526541449;0.09883669687061736;
Computers1;0.1198042108970632;0.1498084402310374;0.1263305634929438;0.11846352669705358;0.12670072936595417;
Corel5k;0.18806064602789102;0.19119042807194103;0.19135381593863338;0.187534154708397;0.1885795840916675;
Education1;0.06345332031511722;0.12530655459232104;0.0875494542831475;0.0634644350735993;0.0672043243901439;
emotions;0.5734854624704605;0.5976847213179387;0.6568947158440533;0.5693933883548984;0.5817247934188126;
enron;0.14687719264449267;0.14930666544973148;0.11294033801202016;0.1441628551615446;0.14850218112126423;
Entertainment1;0.09157953260972747;0.1599642315664244;0.1713550665686307;0.09076036555761609;0.09600017922520458;
flags_ml;0.5493152973114268;0.5202496221970375;0.6888867845754285;0.5484029703535901;0.5585209072247151;
protein;0.7646341254266968;0.7824345979890481;0.802269679520036;0.6445151189204283;0.7909119313989186;
Health1;0.1799591172262014;0.1944204323947163;0.09998776818772317;0.1820059804002805;0.18578503272416208;
mediamill;0.11228723699905911;0.15241840443528748;0.16028836067782426;0.10999513590458113;0.11859751608643387;
medical;0.4433337792368871;0.4798083846586868;0.363121740272121;0.4422464955964217;0.45125865736607695;
scene;0.6929910783989477;0.7156609706947183;0.7027357840137397;0.6932618533756051;0.6943238475971707;
Science1;0.03631086677238084;0.08526157563753238;0.0641661509443439;0.036347628441112764;0.038666537968076904;
Social1;0.0949514789093476;0.12224695511126452;0.07920750203970484;0.08468832422051471;0.09710067517648793;
Society1;0.05254181653331215;0.1018241552686828;0.10092927477710309;0.05267774782816366;0.05828691000763523;
yeast;0.36719288569719477;0.38831223462166065;0.47065211730553314;0.36770339097703075;0.37002226354310935;
