Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,0474±0,0015;0,1081±0,0188;0,6588±0,0101;0,4972±0,0140;0,5323±0,0102;0,4223±0,0121;0,9850±0,0011;0,6836±0,0136;0,4781±0,0155;0,5625±0,0109;0,9849±0,0011;0,2982±0,0152;0,1966±0,0139;0,2160±0,0129;0,9766±0,0016;0,6981±0,0099;11,1831±0,8046;0,2480±0,0186;0,8102±0,0109;12,5067±1,0761;0,0707±0,0066;0,2632±0,0204;NaN±NaN;0,2774±0,0205;NaN±NaN;0,9190±0,0062;0,7258±0,0192;40,6560±0,2731;
0,0478±0,0014;0,1028±0,0268;0,6554±0,0181;0,4894±0,0242;0,5270±0,0199;0,4163±0,0205;0,9850±0,0015;0,6808±0,0175;0,4711±0,0148;0,5565±0,0081;0,9849±0,0015;0,2959±0,0124;0,1895±0,0198;0,2089±0,0162;0,9763±0,0016;0,6991±0,0146;11,2037±0,8383;0,2444±0,0181;0,8132±0,0189;12,5686±1,1857;0,0710±0,0073;0,2601±0,0246;NaN±NaN;0,2743±0,0256;NaN±NaN;0,9178±0,0068;0,7170±0,0201;40,9496±0,3170;
0,0478±0,0016;0,0999±0,0281;0,6448±0,0158;0,4837±0,0224;0,5208±0,0174;0,4120±0,0190;0,9850±0,0018;0,6814±0,0217;0,4711±0,0151;0,5566±0,0076;0,9849±0,0018;0,2824±0,0181;0,1905±0,0154;0,2080±0,0129;0,9761±0,0024;0,6979±0,0130;11,3153±0,7777;0,2421±0,0205;0,8178±0,0240;12,6590±1,1164;0,0721±0,0066;0,2598±0,0201;NaN±NaN;0,2740±0,0188;NaN±NaN;0,9176±0,0065;0,7148±0,0217;41,1393±0,3275;
