Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,1160±0,0171;0,3209±0,0369;0,4739±0,0481;0,5102±0,0505;0,4626±0,0503;0,4244±0,0462;0,9081±0,0168;0,2236±0,0396;0,4566±0,0356;0,2990±0,0416;0,9081±0,0168;0,1736±0,0332;0,3324±0,0273;0,2139±0,0345;0,9059±0,0166;0,5934±0,0478;2,6016±0,3883;0,7225±0,0216;0,4062±0,0437;2,6217±0,5165;0,0889±0,0186;0,3593±0,0173;NaN±NaN;0,3797±0,0193;NaN±NaN;0,8322±0,0231;0,8105±0,0248;15,9439±0,2515;
0,0459±0,0027;0,4961±0,0306;0,5998±0,0199;0,5498±0,0319;0,5623±0,0283;0,5441±0,0297;0,9961±0,0012;0,7591±0,0259;0,2054±0,0479;0,3203±0,0579;0,9963±0,0012;0,3608±0,1109;0,1650±0,0598;0,2117±0,0701;0,9961±0,0012;0,6256±0,0472;2,3736±0,4242;0,6992±0,0205;0,3922±0,0429;2,3287±0,5502;0,0773±0,0185;0,3944±0,0621;NaN±NaN;0,4123±0,0643;NaN±NaN;0,8504±0,0277;0,8005±0,0344;13,4829±0,1366;
0,0481±0,0020;0,4744±0,0261;0,5863±0,0325;0,5319±0,0329;0,5453±0,0311;0,5258±0,0296;0,9954±0,0017;0,7022±0,0545;0,1794±0,0289;0,2835±0,0332;0,9955±0,0017;0,3256±0,0890;0,1514±0,0634;0,1880±0,0680;0,9952±0,0018;0,6025±0,0442;2,5194±0,4276;0,7101±0,0233;0,4171±0,0334;2,5194±0,5900;0,0835±0,0195;0,3947±0,0746;NaN±NaN;0,4122±0,0758;NaN±NaN;0,8362±0,0281;0,7832±0,0408;13,8986±0,3318;
