Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,0613±0,0036;0,1104±0,0189;0,5567±0,0239;0,5035±0,0262;0,4987±0,0243;0,3894±0,0236;0,9697±0,0038;0,5220±0,0325;0,4818±0,0240;0,5005±0,0223;0,9698±0,0038;0,2267±0,0146;0,2282±0,0137;0,2202±0,0149;0,9613±0,0037;0,5430±0,0182;27,4211±0,5073;0,4383±0,0304;0,8496±0,0182;38,7152±1,6630;0,2220±0,0120;0,1600±0,0105;NaN±NaN;0,1745±0,0103;NaN±NaN;0,7615±0,0124;0,5783±0,0061;29,5674±2,4152;
0,0597±0,0043;0,1110±0,0170;0,5803±0,0216;0,5027±0,0156;0,5064±0,0195;0,3962±0,0201;0,9718±0,0043;0,5385±0,0422;0,4760±0,0127;0,5047±0,0230;0,9719±0,0043;0,2368±0,0190;0,2235±0,0184;0,2232±0,0158;0,9636±0,0044;0,5582±0,0216;25,5007±1,1247;0,4295±0,0296;0,8543±0,0176;35,1604±2,4855;0,1960±0,0128;0,1689±0,0097;NaN±NaN;0,1837±0,0094;NaN±NaN;0,7838±0,0164;0,5839±0,0082;24,4454±2,6568;
0,0568±0,0031;0,1046±0,0190;0,5978±0,0126;0,4941±0,0099;0,5085±0,0092;0,3972±0,0094;0,9752±0,0032;0,5673±0,0338;0,4732±0,0098;0,5155±0,0162;0,9752±0,0032;0,2428±0,0392;0,2042±0,0336;0,2101±0,0337;0,9666±0,0032;0,5891±0,0211;21,7334±1,5761;0,3937±0,0265;0,8373±0,0206;28,6905±2,2890;0,1604±0,0133;0,1704±0,0162;NaN±NaN;0,1853±0,0168;NaN±NaN;0,8228±0,0146;0,5849±0,0040;19,3809±1,7767;
