Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,0188±0,0001;0,0019±0,0008;0,4856±0,0096;0,1935±0,0026;0,2485±0,0039;0,1603±0,0028;0,9969±0,0001;0,5400±0,0073;0,1841±0,0033;0,2746±0,0042;0,9969±0,0001;0,1478±00023;0,0727±0,0016;0,0876±0,0024;0,9963±0,0001;0,2961±0,0033;774,9041±3,2196;0,4777±0,0093;0,9965±0,0006;3184,4146±14,0484;0,1796±0,0008;0,0838±0,0018;0,0000±0,0000;0,0950±0,0019;0,0000±0,0000;0,8262±0,0007;0,5524±0,0016;100,6656±0,1938;
0,0187±0,0001;0,0027±0,0005;0,4903±0,0102;0,1896±0,0023;0,2445±0,0034;0,1578±0,0023;0,9971±0,0001;0,5497±0,0076;0,1800±0,0029;0,2712±0,0038;0,9971±0,0001;0,1494±0,0027;0,0712±0,0014;0,0865±0,0016;0,9965±0,0001;0,3022±0,0040;740,0605±3,7571;0,4791±0,0191;0,9958±0,0005;2901,1830±17,7333;0,1642±0,0010;0,0855±0,0015;0,0000±0,0000;0,0969±0,0015;0,0000±0,0000;0,8415±0,0010;0,5573±0,0016;91,4756±0,4839;
0,0186±0,0000;0,0022±0,0003;0,4895±0,0122;0,1831±0,0027;0,2385±0,0045;0,1539±0,0030;0,9974±0,0001;0,5643±0,0077;0,1733±0,0034;0,2651±0,0046;0,9974±0,0001;0,1481±0,0020;0,0679±0,0015;0,0833±0,0017;0,9968±0,0001;0,3076±0,0038;718,2412±3,0407;0,4682±0,0126;0,9960±0,0006;2767,4456±21,0798;0,1567±0,0012;0,0861±0,0014;0,0000±0,0000;0,0968±0,0016;0,0000±0,0000;0,8487±0,0012;0,5591±0,0008;85,3266±0,2899;
