Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,2549±0,0113;0,1703±0,0237;0,5549±0,0225;0,6653±0,0164;0,5644±0,0194;0,4662±0,0214;0,7886±0,0156;0,5791±0,0196;0,6647±0,0212;0,6188±0,0177;0,7812±0,0165;0,5793±0,0256;0,6550±0,0250;0,6113±0,0220;0,7749±0,0161;0,7771±0,0187;1,8988±0,0602;0,3070±0,0325;0,5700±0,0486;1,2716±0,1080;0,1780±0,0135;0,6513±0,0439;0,6364±0,0474;0,6734±0,0384;0,6614±0,0412;0,8225±0,0191;0,8024±0,0250;5,2328±0,6774;
0,2288±0,0159;0,2208±0,0228;0,5805±0,0359;0,6309±0,0442;0,5693±0,0273;0,4825±0,0266;0,8381±0,0330;0,6362±0,0415;0,6317±0,0494;0,6317±0,0252;0,8337±0,0354;0,6405±0,0535;0,6140±0,0481;0,6130±0,0272;0,8260±0,0329;0,7757±0,0199;1,8938±0,0465;0,3172±0,0454;0,5565±0,0404;1,3038±0,0903;0,1814±0,0119;0,6586±0,0476;0,6486±0,0495;0,6808±0,0431;0,6728±0,0446;0,8229±0,0187;0,8079±0,0257;5,6118±0,9749;
0,2353±0,0166;0,2124±0,0271;0,5443±0,0610;0,5867±0,0511;0,5336±0,0515;0,4548±0,0454;0,8464±0,0169;0,6292±0,0270;0,5944±0,0539;0,6103±0,0372;0,8416±0,0185;0,6278±0,0276;0,5790±0,0520;0,5903±0,0372;0,8358±0,0151;0,7751±0,0210;1,8886±0,0598;0,3171±0,0492;0,5464±0,0463;1,3020±0,0793;0,1817±0,0100;0,6524±0,0455;0,6413±0,0455;0,6757±0,0343;0,6661±0,0347;0,8184±0,0126;0,8035±0,0194;5,6892±0,6780;
