Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,0102±0,0082;0,8943±0,0391;0,9476±0,0226;0,9440±0,0161;0,9401±0,0226;0,9293±0,0272;0,9931±0,0073;0,8827±0,1124;0,9207±0,0276;0,8989±0,0726;0,9932±0,0073;0,7491±0,1722;0,7830±0,0868;0,7508±0,1393;0,9931±0,0072;0,9596±0,0195;1,3157±0,6245;0,0287±0,0200;0,0770±0,0391;1,3501±0,7222;0,0279±0,0126;0,8441±0,0323;NaN±NaN;0,8448±0,0320;NaN±NaN;0,9558±0,0218;0,8317±0,0195;20,5560±0,4078;
0,0110±0,0106;0,9003±0,0356;0,9474±0,0260;0,9483±0,0131;0,9418±0,0248;0,9322±0,0279;0,9918±0,0108;0,8751±0,1494;0,9278±0,0215;0,8944±0,0930;0,9920±0,0106;0,7502±0,1794;0,7969±0,0727;0,7515±0,1446;0,9919±0,0107;0,9620±0,0178;1,2779±0,6213;0,0287±0,0200;0,0710±0,0319;1,3062±0,7121;0,0272±0,0125;0,8497±0,0355;NaN±NaN;0,8508±0,0346;NaN±NaN;0,9572±0,0216;0,8389±0,0275;20,5760±0,4025;
0,0107±0,0108;0,9048±0,0367;0,9495±0,0269;0,9487±0,0142;0,9437±0,0255;0,9349±0,0284;0,9920±0,0107;0,8784±0,1493;0,9290±0,0243;0,8969±0,0946;0,9922±0,0106;0,7552±0,1898;0,7994±0,0887;0,7566±0,1582;0,9921±0,0106;0,9630±0,0165;1,2598±0,6107;0,0272±0,0170;0,0710±0,0319;1,2836±0,7033;0,0269±0,0124;0,8502±0,0350;NaN±NaN;0,8510±0,0345;NaN±NaN;0,9580±0,0214;0,8392±0,0280;20,4730±0,3747;
