Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,2895±0,0173;0,1366±0,0150;0,4891±0,0296;0,5927±0,0556;0,4951±0,0289;0,4030±0,0232;0,7638±0,0369;0,5337±0,0359;0,6057±0,0505;0,5652±0,0232;0,7586±0,0373;0,5282±0,0314;0,5976±0,0477;0,5550±0,0221;0,7531±0,0392;0,7418±0,0207;2,1227±0,1240;0,3541±0,0312;0,5985±0,0439;1,5645±0,1689;0,2212±0,0218;0,6208±0,0418;0,6078±0,0407;0,6440±0,0409;0,6338±0,0409;0,7903±0,0270;0,7745±0,0285;5,0860±0,8246;
0,2426±0,0184;0,1787±0,0351;0,5505±0,0429;0,5591±0,0648;0,5159±0,0513;0,4313±0,0487;0,8481±0,0226;0,6197±0,0357;0,5695±0,0718;0,5917±0,0488;0,8419±0,0228;0,6004±0,0386;0,5543±0,0721;0,5659±0,0489;0,8352±0,0234;0,7492±0,0221;2,0623±0,1031;0,3458±0,0436;0,5986±0,0156;1,4739±0,1583;0,2092±0,0215;0,6221±0,0383;0,6089±0,0374;0,6498±0,0360;0,6379±0,0362;0,8080±0,0228;0,7883±0,0285;5,5254±0,5627;
0,2445±0,0165;0,2073±0,0371;0,5646±0,0353;0,6144±0,0218;0,5526±0,0225;0,4658±0,0241;0,8225±0,0235;0,6052±0,0318;0,6234±0,0291;0,6135±0,0234;0,8150±0,0235;0,5954±0,0369;0,6038±0,0322;0,5892±0,0262;0,8071±0,0221;0,7636±0,0169;1,9916±0,1077;0,3154±0,0314;0,5667±0,0242;1,3948±0,1476;0,1977±0,0181;0,6351±0,0318;0,6207±0,0298;0,6552±0,0301;0,6429±0,0288;0,8114±0,0186;0,7913±0,0246;5,6949±0,6994;
