Dataset;ML_KNN;BR_KNN_alpha;BR_Credal_KNN_alpha;DML_KNN;ML_Credal_KNN;
bibtex;0.21485034059476807;0.19874422573298456;0.20834127078659326;0.18032365623357038;0.22724733153457682;
birds;0.2996986366814254;0.3432084631753519;0.39775398248760857;0.2851550025941818;0.33559411283900953;
Business1;0.6840791695714102;0.6796169908837466;0.6866185452885423;0.6843304909936074;0.6849890244279749;
CAL500;0.3204859119958662;0.3091176498765682;0.4430511948255318;0.31899664219729557;0.3260435889909631;
Computers1;0.42663530324526755;0.4520668615342771;0.47057134549853447;0.4385339192794497;0.429973302047554;
Corel5k;0.028064744267697415;0.09462009453056038;0.09791117429218489;0.004072784462117886;0.036957590117422986;
Education1;0.06934566339383935;0.2536879590819399;0.2654464233973547;0.06905054970316285;0.0740008363208895;
emotions;0.6547855807382886;0.6509445200977808;0.6942733502093612;0.6570904880512758;0.669187809494825;
enron;0.4670069841637872;0.3264510814366916;0.36763751381664933;0.4630737439725068;0.4725587915249946;
Entertainment1;0.22954633840760494;0.3322776553375223;0.34853829989251006;0.22831388881297965;0.23606209932794261;
flags_ml;0.7249697201851497;0.6979505838018071;0.7452302317831327;0.7265304975436065;0.7247721230666639;
protein;0.9489003992164331;0.947569415264627;0.9515826261629773;0.9396325502587753;0.9571948181817367;
Health1;0.34486216754671284;0.4014394722915557;0.4446752414811752;0.34482107921173777;0.3499255693546739;
mediamill;0.5910817803172769;0.5906415301941944;0.6187574752488421;0.5883845659171202;0.5917510266470375;
medical;0.6648214494650688;0.6259401221069621;0.6260609768995153;0.6264615845723276;0.6917688203826817;
scene;0.7300122654788546;0.7297956913983249;0.7319393893229044;0.7303167967661589;0.7280689847251224;
Science1;0.04796124703084356;0.17521093968917603;0.17850082944500817;0.04775550318937996;0.05860480924236865;
Social1;0.33637372959911854;0.42434620047089056;0.43136674908718015;0.3360297404415667;0.3387252760643229;
Society1;0.21236112874223673;0.3675421405303743;0.3802946361775169;0.21174891457367573;0.21745055538545213;
yeast;0.6504248448780917;0.6373924193173377;0.669847307851098;0.6487510193863786;0.6509312059587837;
