Dataset;ML_KNN;BR_KNN_alpha;BR_Credal_KNN_alpha;DML_KNN;ML_Credal_KNN;
bibtex;0.013695298114908364;0.017218841559612133;0.017269019948035376;0.01375483179608849;0.013705503888824957;
birds;0.04822521419828641;0.07213382292941649;0.07417380660954706;0.04838841289269685;0.04985720114239085;
Business1;0.027878929246160526;0.028125639896760292;0.030417690932333985;0.02788190145599855;0.027849201844997444;
CAL500;0.1391881188118812;0.14206077159440086;0.16589894161829982;0.13827244793444865;0.139714805963355;
Computers1;0.039225571174378276;0.04185549125887992;0.041638756665938234;0.039242619782720534;0.03916712635273744;
Corel5k;0.009374331550802037;0.01096256684491977;0.01094973262032084;0.009414438502673692;0.0093903743315507;
Education1;0.04311695508703091;0.05600141061487823;0.05717524370891085;0.04311191717675609;0.04304642434318346;
emotions;0.1981911408631249;0.19734843089778284;0.21281393913497607;0.1981958885249015;0.19481792717086838;
enron;0.05296884204907556;0.06017445588316678;0.06098408090066119;0.052258487636741256;0.052802295266582346;
Entertainment1;0.06044215015149905;0.07750346014289626;0.07745857180264257;0.06045711293158359;0.06031122582575935;
flags_ml;0.2671100828995566;0.2737998843262001;0.28035473298631197;0.26630036630036635;0.26712936186620395;
protein;0.004530686986827337;0.004699037155177505;0.004363602609216644;0.005313367594069347;0.003911715315224087;
Health1;0.04695138511678436;0.04990494296577947;0.0530893536121673;0.04696156979902227;0.04683256382400869;
mediamill;0.0284708438783075;0.028667928537856296;0.03218390854449534;0.02851256206403018;0.028457313879384116;
medical;0.01581464038606894;0.019380312808884217;0.019789755218326623;0.016496075353218183;0.014974126402697815;
scene;0.08904440667926147;0.09361504817936359;0.10192530545227638;0.09008362016660773;0.09098365841104432;
Science1;0.03594432106310944;0.05052882282104152;0.05058720975969849;0.03595210618997705;0.035917077657623246;
Social1;0.028840117058754722;0.03368618774042311;0.03475321072195045;0.028842234401912525;0.028810476876101145;
Society1;0.05771723148668576;0.06271702261632248;0.0661165924304216;0.05774275402946927;0.057587076805937845;
yeast;0.19288537549407123;0.1938899562699676;0.21774060684280894;0.19380201955018445;0.19273749025301828;
