Dataset;ML_KNN;BR_KNN_alpha;BR_Credal_KNN_alpha;DML_KNN;ML_Credal_KNN;
bibtex;0.12405896840126321;0.14136804752591725;0.15044190099193505;0.10020282536708527;0.13346405797187383;
birds;0.1933558416175409;0.35320356991397067;0.4593919651747191;0.180955245523367;0.2345695932704313;
Business1;0.5663602165817979;0.5596424781929892;0.6243911475088033;0.5670893857035268;0.5681460874068918;
CAL500;0.21949986617807613;0.21242592265748184;0.4412097628322008;0.21647814486422012;0.2260504103333311;
Computers1;0.3230341827708261;0.3780420520035951;0.4051988134287745;0.3361570795717902;0.32698422947987416;
Corel5k;0.014383390535041798;0.06083181758368446;0.06310410988107572;0.002044856297928204;0.019157029446202633;
Education1;0.03626195786401908;0.21466344025813938;0.23296350231887106;0.03609214169174378;0.038816023489918916;
emotions;0.6044633478696406;0.5900827717653983;0.774375970586641;0.6092031907900581;0.6334534640006597;
enron;0.36459462692753825;0.22879315175872791;0.2781276790698569;0.3534729042942183;0.3712774246589139;
Entertainment1;0.13386812753754773;0.2864395555143375;0.3078096320242844;0.13297537317383806;0.13853046897667637;
flags_ml;0.7282288084230057;0.6553162486368593;0.8495643352780256;0.7329461756530119;0.7286072478837552;
protein;0.9040219336075485;0.9136023289032081;0.9242331919890818;0.8875040974852807;0.9349585738808364;
Health1;0.241447385677697;0.32573528576127614;0.41423473137803957;0.24144762858212734;0.24621651997898905;
mediamill;0.4749832975420431;0.4773986875912285;0.6028615789033555;0.4704111542357584;0.4760718211735465;
medical;0.5670835757989473;0.5856122535367352;0.5988024435088337;0.50066858569772;0.6102624208972692;
scene;0.6730367556574836;0.7063596373998202;0.7775254536233052;0.6823127207909356;0.6811714720509694;
Science1;0.02508470601742064;0.1480915001026694;0.151671596604717;0.024977005425067384;0.030994528882529314;
Social1;0.22335922470513564;0.3785145506192561;0.4017037124001182;0.22303932707237814;0.2254885771156725;
Society1;0.12780281568368962;0.29456670403450536;0.32789564457630493;0.12739481809749945;0.13126113480608428;
yeast;0.5932406721586947;0.5629875714794048;0.7298700633846625;0.5916678440858274;0.594116312013637;
