Dataset;ML_KNN;BR_KNN_alpha;BR_Credal_KNN_alpha;DML_KNN;ML_Credal_KNN;
bibtex;0.056795131845841784;0.062474645030425956;0.06274509803921569;0.047194050033806625;0.06125760649087222;
birds;0.4883720930232558;0.11782945736434107;0.10077519379844961;0.48992248062015503;0.4883720930232558;
Business1;0.5386123067781895;0.5389686935626469;0.4674438027635189;0.5386123465490615;0.5393257166810571;
CAL500;0.0;0.0;0.0;0.0;0.0;
Computers1;0.3005464881491424;0.3642708948311477;0.3602525711200019;0.3113138323091054;0.30263574518879854;
Corel5k;0.002;0.0016;0.0018000000000000002;0.0;0.0024000000000000002;
Education1;0.02842892768079801;0.18711554447215295;0.1802992518703242;0.02826267664172901;0.031088944305901912;
emotions;0.2898874804158952;0.2916108816407919;0.2899159663865546;0.2932488249537103;0.2983335707164222;
enron;0.05875280317405555;0.11045885803001551;0.11338968431947558;0.06463170605485595;0.05874762808349145;
Entertainment1;0.12584446190102122;0.2861743912018853;0.2838177533385703;0.12521602513747054;0.12937941869599373;
flags_ml;0.12388663967611335;0.12887989203778677;0.10823211875843455;0.10850202429149798;0.12388663967611335;
protein;0.9139097744360903;0.9154249259512417;0.9214513556618819;0.8957963089542036;0.9230576441102756;
Health1;0.23726235741444865;0.29701249321021184;0.2500814774579033;0.23726235741444865;0.24030418250950572;
mediamill;0.14255133733054573;0.13954496534527727;0.12690466629584263;0.13986383303986155;0.14334848452193485;
medical;0.4846624803767662;0.5214861329147042;0.49285190999476713;0.42637362637362636;0.5245107273678703;
scene;0.6252594439316431;0.6917357510718507;0.6015769360167701;0.6215232787846896;0.6202758775372883;
Science1;0.02691251490157397;0.1513696134970439;0.14996871425891525;0.02691251490157397;0.032357202074420124;
Social1;0.2376350641883982;0.393445077844344;0.36495915655534816;0.23738733503893492;0.2395342187602773;
Society1;0.13478691806973608;0.27776888045423676;0.24524376859604588;0.13437345762469635;0.13781876349782407;
yeast;0.18618397412863816;0.19942251424464863;0.1882500898311175;0.1832879900073576;0.18659805280358638;
