Dataset;ML_KNN;BR_KNN_alpha;BR_Credal_KNN_alpha;DML_KNN;ML_Credal_KNN;
bibtex;0.21091871738865264;0.2889114542070007;0.28891778771043014;0.19506634417714652;0.21167512306306063;
birds;0.08255115761271711;0.09368427374925321;0.09468024578147696;0.08247155729713865;0.08282303360620732;
Business1;0.04095123215859018;0.07729814479152272;0.07730733978315861;0.041102055571590974;0.041104228895567814;
CAL500;0.18417302341015945;0.23052279348602783;0.23193414626413658;0.1816025052809847;0.18693363228105425;
Computers1;0.08554639242894665;0.17280986414412464;0.17264757199365263;0.08535028935225292;0.0856291747402617;
Corel5k;0.1346152078512058;0.34208539540289606;0.3420874224299231;0.13504486897910079;0.13597159365933492;
Education1;0.0990460936131966;0.19470930122853178;0.194802728055729;0.09916812009460536;0.09916993858622525;
emotions;0.16272867904223834;0.16417228473310225;0.17031571950814223;0.16138220259855351;0.1639583630062194;
enron;0.09312256658901971;0.16857619457822515;0.16904769198356293;0.09265780461300835;0.0944185221211217;
Entertainment1;0.12129567269654587;0.20643253898338082;0.20644961183972804;0.1210286382507187;0.12131343533435439;
flags_ml;0.18946918578497526;0.20461763382816014;0.21845928924876296;0.18893387314439944;0.1903868645973909;
protein;0.007910259331311963;0.005208705037652406;0.005208705037652406;0.008334405778014801;0.007473760284973099;
Health1;0.06893647125082537;0.15931150077436732;0.1599017084298428;0.06892828062507458;0.069027273795459;
mediamill;0.03804268979141089;0.06199730959075585;0.0622545460668236;0.03725338488369527;0.03809220815220327;
medical;0.03947137821485235;0.04999333779827374;0.04983389007238083;0.03786987950965171;0.04030891900730534;
scene;0.07895128531020645;0.09068602276071162;0.09542235181239339;0.07691134479516219;0.07897259292487507;
Science1;0.14231448748411862;0.2895721800706289;0.28958220644926397;0.14260103423151008;0.1429364959816515;
Social1;0.07199171665974818;0.13910558880971396;0.13921512699954383;0.07186114079715812;0.07227097333179297;
Society1;0.1428936321729804;0.20337624447289643;0.20342585333809532;0.14291899712322795;0.14305681885272203;
yeast;0.16596034676270827;0.17911507991088738;0.1828545559576849;0.16620506705784396;0.1659993668451864;
