Dataset;ML_KNN;BR_KNN_alpha;BR_Credal_KNN_alpha;DML_KNN;ML_Credal_KNN;
bibtex;0.2585485688528285;0.3299842235744873;0.3280392156862745;0.2290511606941627;0.2648964873305644;
birds;0.6015503875968993;0.3087855297157623;0.29651162790697677;0.5979328165374677;0.6062015503875969;
Business1;0.8699611001100461;0.8688980909848846;0.8076524659465223;0.8701840224763758;0.8703104143077569;
CAL500;0.5992688609520291;0.5756273632411212;0.44862024565886144;0.6113311603687841;0.591263623944812;
Computers1;0.45207959609635023;0.5571759471578484;0.5576580065901974;0.4715665702940742;0.45418301356133606;
Corel5k;0.02700666666666667;0.21096666666666666;0.21456666666666666;0.006433333333333334;0.03374666666666667;
Education1;0.0387226378498199;0.30198115821557214;0.30081740094208925;0.03847326129121641;0.04171515655306179;
emotions;0.6839505293642881;0.7159830033708399;0.6421210178986849;0.6833926791055406;0.6862222855243792;
enron;0.5445086539014433;0.516743660514059;0.49705235466620656;0.5506298660226554;0.5422518708363111;
Entertainment1;0.155385665656679;0.38201972593174477;0.38123243431962994;0.15399132158755097;0.15922785820272073;
flags_ml;0.7191542959964012;0.7455398110661268;0.6591112396375554;0.7157846539425488;0.7188236617183985;
protein;0.9768360294676084;0.9828738512949038;0.9813624971519708;0.9753322700691122;0.9898182957393484;
Health1;0.3723700887198986;0.5208763353250045;0.502915082382763;0.372333876516386;0.3772768422958537;
mediamill;0.7577069078428744;0.7574049154776092;0.6406379369400531;0.7594846135534403;0.7573813021576127;
medical;0.6158782487353917;0.661585557299843;0.6527132391418106;0.5485531135531135;0.6550593057735915;
scene;0.6958164037002211;0.754468560485158;0.7311286709626958;0.6987252812978954;0.6972021175340677;
Science1;0.03570181118419859;0.21391108071963258;0.2142985317285019;0.03554616916085228;0.042728455501025706;
Social1;0.2792365893465901;0.48138272330300075;0.4735249596177744;0.27903014838870405;0.2810944386867799;
Society1;0.20786557692522267;0.4873428503305318;0.47322826604511486;0.20746934993379237;0.21279257205110902;
yeast;0.7188241432637257;0.7270332468836141;0.6364278065400317;0.7184660919104738;0.7184583737675213;
