Dataset;ML_KNN;BR_KNN_alpha;BR_Credal_KNN_alpha;DML_KNN;ML_Credal_KNN;
bibtex;0.5932386747802569;0.6796484110885734;0.6815415821501014;0.5898580121703855;0.5947261663286003;
birds;0.7085271317829457;0.6930232558139535;0.703875968992248;0.710077519379845;0.7023255813953488;
Business1;0.12359589930492447;0.12627100747175374;0.12636069078823084;0.12422018268352368;0.1230609413049539;
CAL500;0.11750495049504953;0.20710891089108913;0.20710891089108913;0.11552475247524754;0.11750495049504953;
Computers1;0.42341744188900615;0.4483296278545213;0.44334719066141826;0.42341744188900615;0.42325673477771647;
Corel5k;0.7327999999999999;0.7944000000000001;0.7958000000000001;0.736;0.7343999999999999;
Education1;0.6523690773067332;0.6972568578553616;0.6995843724023276;0.6524522028262677;0.6524522028262677;
emotions;0.2801310354650335;0.2766699900299102;0.30366044722973934;0.2834923800028486;0.28181170773394104;
enron;0.3114265999654994;0.48122132137312407;0.4994428152492668;0.30495256166982926;0.31730205278592377;
Entertainment1;0.5847604084838963;0.6361351139041634;0.6364493322859387;0.583503534956795;0.5847604084838963;
flags_ml;0.21066126855600542;0.21093117408906883;0.21093117408906883;0.21052631578947367;0.21578947368421053;
protein;0.004522670312143996;0.01662109820004557;0.01662109820004557;0.007541581225791752;0.004522670312143996;
Health1;0.4485605649103748;0.47930472569255833;0.49299293862031507;0.4496469310157523;0.4483432916892992;
mediamill;0.15783382637784096;0.15860824121022152;0.1641426460325835;0.15605729446647182;0.15785659763991688;
medical;0.25465201465201465;0.3128466771323914;0.30568812140240714;0.2607587650444793;0.25157509157509156;
scene;0.230993521449953;0.2579938061265862;0.28167545138499495;0.23057944634708122;0.23141104717868205;
Science1;0.7022365976605286;0.7940253311628978;0.7943364941815784;0.7055026595905624;0.7033248815438334;
Social1;0.4818754892642182;0.5118468652839411;0.5160582267445922;0.48195813380782104;0.4808020985238833;
Society1;0.4835309749912932;0.4995867294770756;0.5012404762961769;0.48353090377049995;0.4834620570036985;
yeast;0.22879044539123589;0.23044248241876703;0.22961518060332292;0.22920452406618413;0.22961860274113238;
