Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,0339±0,0001;0,0766±0,0021;0,6385±0,0033;0,5244±0,0013;0,5399±0,0020;0,4212±0,0018;0,9873±0,0002;0,6393±0,0027;0,4989±0,0017;0,5604±0,0013;0,9873±0,0002;0,2977±0,0104;0,1695±0,0026;0,2056±0,0040;0,9799±0,0002;0,5681±0,0033;52,1496±0,4929;0,4160±0,0052;0,8546±0,0051;80,4570±0,8518;0,1803±0,0024;0,1429±0,0043;0,0454±0,0030;0,1665±0,0030;0,0557±0,0046;0,8048±0,0017;0,6234±0,0039;34,0523±0,2462;
0,0312±0,0001;0,0869±0,0009;0,7007±0,0046;0,4972±0,0018;0,5444±0,0011;0,4277±0,0007;0,9917±0,0002;0,7154±0,0045;0,4646±0,0011;0,5633±0,0012;0,9916±0,0002;0,3090±0,0089;0,1226±0,0058;0,1608±0,0074;0,9844±0,0003;0,6718±0,0014;23,3717±0,1735;0,2654±0,0035;0,8184±0,0035;31,0005±0,1590;0,0662±0,0008;0,1447±0,0026;0,0350±0,0034;0,1649±0,0030;0,0423±0,0042;0,9231±0,0006;0,6399±0,0070;12,7217±0,1035;
0,0309±0,0002;0,0879±0,0019;0,7150±0,0054;0,4838±0,0017;0,5396±0,0025;0,4234±0,0023;0,9927±0,0002;0,7343±0,0062;0,4493±0,0015;0,5575±0,0024;0,9926±0,0002;0,2831±0,0074;0,1001±0,0052;0,1311±0,0062;0,9851±0,0003;0,6905±0,0029;19,3327±0,2133;0,2147±0,0049;0,8089±0,0024;26,2123±0,3315;0,0542±0,0010;0,1320±0,0027;0,0274±0,0020;0,1496±0,0030;0,0334±0,0021;0,9340±0,0008;0,6203±0,0044;10,1568±0,0897;
