Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,0286±0,0001;0,1052±0,0037;0,7518±0,0037;0,5150±0,0032;0,5703±0,0030;0,4552±0,0035;0,9937±0,0001;0,7736±0,0043;0,4798±0,0033;0,5923±0,0029;0,9936±0,0001;0,4572±0,0112;0,0916±0,0034;0,1276±0,0052;0,9864±0,0003;0,7611±0,0023;12,6865±0,0722;0,1472±0,0033;0,7544±0,0057;15,7067±0,0888;0,0321±0,0002;0,3121±0,0039;0,2219±0,0092;0,3343±0,0026;0,2517±0,0108;0,9583±0,0001;0,8578±0,0023;79,9757±0,1014;
0,0293±0,0002;0,0980±0,0018;0,7482±0,0046;0,4972±0,0021;0,5565±0,0017;0,4410±0,0019;0,9939±0,0002;0,7730±0,0058;0,4597±0,0013;0,5766±0,0020;0,9939±0,0002;0,3891±0,0236;0,0752±0,0039;0,1020±0,0061;0,9865±0,0003;0,7471±0,0023;13,4190±0,0905;0,1540±0,0040;0,7745±0,0048;16,9895±0,0826;0,0348±0,0002;0,2669±0,0031;0,1694±0,0041;0,2905±0,0021;0,1968±0,0047;0,9549±0,0001;0,8460±0,0028;81,6736±0,0901;
0,0297±0,0002;0,0947±0,0029;0,7429±0,0059;0,4889±0,0022;0,5492±0,0032;0,4333±0,0031;0,9939±0,0002;0,7670±0,0061;0,4501±0,0018;0,5673±0,0027;0,9938±0,0002;0,3267±0,0208;0,0664±0,0026;0,0876±0,0041;0,9861±0,0003;0,7389±0,0023;13,9286±0,0869;0,1590±0,0034;0,7818±0,0033;17,8660±0,0807;0,0367±0,0002;0,2361±0,0039;0,1380±0,0023;0,2597±0,0032;0,1618±0,0030;0,9527±0,0001;0,8360±0,0025;82,4182±0,0905;
