Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,1633±0,0023;0,0000±0,0000;0,4391±0,0194;0,3034±0,0212;0,3513±0,0172;0,2174±0,0124;0,9316±0,0053;0,4337±0,0177;0,2983±0,0209;0,3530±0,0170;0,9314±0,0053;0,1857±0,0134;0,1582±0,0158;0,1598±0,0133;0,9018±0,0075;0,3473±0,0146;169,5000±0,7813;0,7173±0,0432;1,0000±0,0000;1208,6863±48,8443;0,3162±0,0135;0,2033±0,0053;NaN±NaN;0,2271±0,0050;NaN±NaN;0,6842±0,0127;0,5223±0,0015;234,2958±15,5595;
0,1443±0,0038;0,0000±0,0000;0,5417±0,0161;0,2705±0,0157;0,3540±0,0126;0,2197±0,0097;0,9597±0,0044;0,5367±0,0150;0,2656±0,0150;0,3549±0,0131;0,9595±0,0044;0,1478±0,0099;0,1319±0,0114;0,1304±0,0119;0,9298±0,0063;0,4626±0,0147;134,4805±2,0507;0,4045±0,0839;1,0000±0,0000;726,0780±29,8454;0,1897±0,0062;0,2027±0,0039;NaN±NaN;0,2256±0,0046;NaN±NaN;0,8074±0,0065;0,5125±0,0018;66,8698±4,2877;
0,1415±0,0025;0,0000±0,0000;0,5654±0,0163;0,2538±0,0091;0,3446±0,0104;0,2124±0,0076;0,9661±0,0015;0,5616±0,0149;0,2479±0,0086;0,3439±0,0102;0,9659±0,0015;0,1215±0,0153;0,1201±0,0120;0,1152±0,0129;0,9363±0,0027;0,4866±0,0173;129,5246±1,9395;0,1474±0,0444;1,0000±0,0000;699,8138±29,4897;0,1825±0,0066;0,1998±0,0044;NaN±NaN;0,2234±0,0052;NaN±NaN;0,8142±0,0070;0,5058±0,0007;58,4914±1,2290;
