Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,2944±0,0179;0,0928±0,0418;0,6852±0,0490;0,7195±0,0389;0,6862±0,0265;0,5547±0,0318;0,6810±0,0514;0,6905±0,0438;0,7135±0,0366;0,7005±0,0266;0,6977±0,0537;0,5655±0,0448;0,5821±0,0500;0,5547±0,0440;0,5569±0,0531;0,7604±0,0284;4,1702±0,2251;0,3347±0,0493;0,7938±0,0430;3,1941±0,2511;0,2888±0,0243;0,6039±0,0366;0,5528±0,0472;0,6461±0,0382;0,5956±0,0513;0,7163±0,0282;0,5816±0,0146;10,8628±3,7751;
0,2819±0,0396;0,1293±0,0477;0,6939±0,0484;0,7273±0,1057;0,6904±0,0714;0,5714±0,0716;0,6902±0,0252;0,7004±0,0414;0,7251±0,0909;0,7103±0,0600;0,7123±0,0226;0,5956±0,0385;0,6126±0,0732;0,5954±0,0539;0,5909±0,0336;0,7726±0,0445;4,1035±0,3770;0,2982±0,0756;0,7881±0,0641;3,0277±0,6683;0,2757±0,0559;0,6255±0,0533;0,5750±0,0709;0,6622±0,0451;0,6145±0,0645;0,7234±0,0458;0,6095±0,0343;10,0842±3,2218;
0,2760±0,0357;0,1086±0,0605;0,6963±0,0401;0,7519±0,0687;0,7076±0,0441;0,5857±0,0544;0,6818±0,0385;0,7018±0,0457;0,7458±0,0591;0,7222±0,0454;0,7036±0,0369;0,5824±0,0604;0,6230±0,0623;0,5948±0,0585;0,5630±0,0287;0,7768±0,0471;3,9540±0,4139;0,3136±0,1196;0,8035±0,0795;2,8437±0,5885;0,2555±0,0472;0,6195±0,0505;0,5711±0,0634;0,6621±0,0492;0,6149±0,0662;0,7399±0,0332;0,5984±0,0270;6,3391±1,1056;
