Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,0095±0,0001;0,0002±0,0004;0,1028±0,0110;0,0356±0,0046;0,0512±0,0061;0,0336±0,0041;0,9996±0,0000;0,4652±0,0166;0,0356±0,0047;0,0662±0,0082;0,9996±0,0000;0,2139±0,0145;0,1885±0,0111;0,1907±0,0112;0,9995±0,0000;0,2640±0,0181;118,6152±3,4619;0,6760±0,0275;0,9946±0,0014;186,4854±11,3165;0,1437±0,0082;0,0753±0,0046;NaN±NaN;0,0836±0,0048;NaN±NaN;0,8574±0,0083;0,6441±0,0077;208,0627±83,3642;
0,0095±0,0001;0,0004±0,0005;0,1018±0,0107;0,0364±0,0048;0,0519±0,0064;0,0345±0,0042;0,9996±0,0001;0,4644±0,0269;0,0363±0,0044;0,0672±0,0076;0,9996±0,0001;0,2141±0,0132;0,1885±0,0111;0,1908±0,0111;0,9995±0,0001;0,2631±0,0181;118,9362±3,4692;0,6758±0,0245;0,9948±0,0016;187,2010±11,7091;0,1442±0,0085;0,0742±0,0039;NaN±NaN;0,0827±0,0038;NaN±NaN;0,8568±0,0087;0,6402±0,0084;208,5244±83,7201;
0,0095±0,0001;0,0006±0,0005;0,1013±0,0114;0,0368±0,0052;0,0520±0,0067;0,0346±0,0045;0,9996±0,0001;0,4672±0,0335;0,0364±0,0051;0,0674±0,0087;0,9996±0,0001;0,2126±0,0133;0,1884±0,0111;0,1906±0,0111;0,9995±0,0001;0,2633±0,0168;118,7418±3,6129;0,6738±0,0210;0,9958±0,0012;186,7174±11,6473;0,1439±0,0085;0,0732±0,0039;NaN±NaN;0,0819±0,0039;NaN±NaN;0,8572±0,0087;0,6401±0,0074;208,6981±83,7773;
