Hamming Loss;Subset Accuracy;Example-Based Precision;Example-Based Recall;Example-Based F Measure;Example-Based Accuracy;Example-Based Specificity;Micro-averaged Precision;Micro-averaged Recall;Micro-averaged F-Measure;Micro-averaged Specificity;Macro-averaged Precision;Macro-averaged Recall;Macro-averaged F-Measure;Macro-averaged Specificity;Average Precision;Coverage;OneError;IsError;ErrorSetSize;Ranking Loss;Mean Average Precision;Geometric Mean Average Precision;Mean Average Interpolated Precision;Geometric Mean Average Interpolated Precision;Micro-averaged AUC;Macro-averaged AUC;Logarithmic Loss;
0,2775±0,0169;0,1399±0,0232;0,5272±0,0272;0,6162±0,0424;0,5244±0,0327;0,4274±0,0317;0,7721±0,0165;0,5479±0,0293;0,6253±0,0424;0,5835±0,0304;0,7666±0,0178;0,5455±0,0305;0,6142±0,0357;0,5736±0,0283;0,7615±0,0200;0,7532±0,0323;2,0289±0,1598;0,3357±0,0455;0,5921±0,0615;1,4456±0,1793;0,2069±0,0281;0,6259±0,0307;0,6156±0,0308;0,6495±0,0267;0,6411±0,0262;0,8012±0,0191;0,7834±0,0189;5,1100±0,6362;
0,2300±0,0170;0,1888±0,0291;0,5710±0,0303;0,5891±0,0521;0,5430±0,0291;0,4569±0,0229;0,8550±0,0334;0,6447±0,0451;0,5939±0,0553;0,6157±0,0315;0,8498±0,0339;0,6375±0,0449;0,5827±0,0467;0,5967±0,0290;0,8425±0,0357;0,7694±0,0175;1,9274±0,0901;0,3172±0,0509;0,5583±0,0396;1,3155±0,0915;0,1871±0,0115;0,6527±0,0321;0,6406±0,0304;0,6717±0,0287;0,6615±0,0279;0,8194±0,0124;0,7989±0,0145;5,1612±0,5735;
0,2364±0,0153;0,2074±0,0156;0,5641±0,0401;0,5927±0,0723;0,5414±0,0372;0,4579±0,0306;0,8438±0,0443;0,6304±0,0476;0,6019±0,0789;0,6111±0,0369;0,8369±0,0445;0,6244±0,0483;0,5842±0,0713;0,5830±0,0411;0,8291±0,0466;0,7648±0,0215;1,9663±0,1095;0,3222±0,0488;0,5683±0,0370;1,3748±0,1261;0,1945±0,0173;0,6420±0,0378;0,6288±0,0388;0,6607±0,0345;0,6498±0,0357;0,8116±0,0165;0,7916±0,0173;6,0905±0,7925;
